,Temperature (K),Electrical Conductivity (S/cm),Seebeck Coefficient (µV/K),zT,Total Thermal Conductivity (W/mK),HOMO_energy,LUMO_energy,gap_AO,band center,Li,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega
2730,300,277.66,-110,0.159985048,0.63,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2731,400,238.83,-138,0.31917744,0.57,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2732,500,208.5,-163,0.522607217,0.53,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2733,600,190,-181,0.732304706,0.51,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2734,700,179.25,-193,0.94,0.5,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2735,800,173.4,-203,1.299207382,0.44,-0.185623,-0.185623,0,5.33835033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.248,15.8016,34,85,95,10,87.888,1.9104,89,78.96,208.9804,130.0204,113.569392,41.4406464,78.96,265.8,903.78,637.98,575.0824,131.47904,494,15,17,2,15.648,0.5184,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.36368,0.262944,2.55,2,0,2,0,2,3,5,2,3.648,0.5184,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.448,4.2208,16,0,0,0,0,0,1,3,2,2.352,0.5184,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.352,0.5184,2,25.92,32.95,7.03,28.62488,2.98618752,25.92,0,1.457,1.457,0.510984,0.4087872,0.799,0,0,0,0,0,12,166,154,46.4,49.5296,14,4,0.62209967,0.569089755,0.553372357,0.552129185,0.552004304,0,2,3.648,10,2.8,0.108412836,0.197745013,0.54206418,0.151777971,5343183.97
2736,300,261.17,-112,0.15356796,0.64,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2737,400,225,-141,0.313910526,0.57,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2738,500,193.62,-169,0.521696304,0.53,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2739,600,175,-186,0.712270588,0.51,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2740,700,162.77,-203,0.93906245,0.5,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2741,800,154.79,-219,1.349796944,0.44,-0.185623,-0.185623,0,5.322103774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.236,15.8112,34,85,95,10,87.816,1.8528,89,78.96,208.9804,130.0204,113.558064,41.4497088,78.96,265.8,903.78,637.98,577.8208,130.38368,494,15,17,2,15.636,0.5088,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35876,0.259008,2.55,2,0,2,0,2,3,5,2,3.636,0.5088,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.436,4.2256,16,0,0,0,0,0,1,3,2,2.364,0.5088,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.364,0.5088,2,25.92,32.95,7.03,28.58216,3.00291648,25.92,0,1.457,1.457,0.503088,0.4024704,0.799,0,0,0,0,0,12,166,154,45.8,49.3904,14,4,0.631974683,0.580337497,0.565259491,0.564113555,0.564003547,0,2,3.636,10,2.8,0.108483402,0.197222825,0.54241701,0.151876763,5219313.173
2742,400,190,-141,0.28,0.59,-0.185623,-0.185623,0,5.305906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.224,15.8208,34,85,95,10,87.744,1.7952,89,78.96,208.9804,130.0204,113.546736,41.4587712,78.96,265.8,903.78,637.98,580.5592,129.28832,494,15,17,2,15.624,0.4992,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35384,0.255072,2.55,2,0,2,0,2,3,5,2,3.624,0.4992,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.424,4.2304,16,0,0,0,0,0,1,3,2,2.376,0.4992,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.376,0.4992,2,25.92,32.95,7.03,28.53944,3.01759488,25.92,0,1.457,1.457,0.495192,0.3961536,0.799,0,0,0,0,0,12,166,154,45.2,49.2224,14,4,0.642146401,0.59165941,0.577158188,0.576100088,0.576002934,0,2,3.624,10,2.8,0.10855406,0.196699957,0.5427703,0.151975684,5073113.142
2743,500,164.36,-169,0.426753269,0.55,-0.185623,-0.185623,0,5.305906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.224,15.8208,34,85,95,10,87.744,1.7952,89,78.96,208.9804,130.0204,113.546736,41.4587712,78.96,265.8,903.78,637.98,580.5592,129.28832,494,15,17,2,15.624,0.4992,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35384,0.255072,2.55,2,0,2,0,2,3,5,2,3.624,0.4992,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.424,4.2304,16,0,0,0,0,0,1,3,2,2.376,0.4992,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.376,0.4992,2,25.92,32.95,7.03,28.53944,3.01759488,25.92,0,1.457,1.457,0.495192,0.3961536,0.799,0,0,0,0,0,12,166,154,45.2,49.2224,14,4,0.642146401,0.59165941,0.577158188,0.576100088,0.576002934,0,2,3.624,10,2.8,0.10855406,0.196699957,0.5427703,0.151975684,5073113.142
2744,600,146.3,-192,0.63,0.53,-0.185623,-0.185623,0,5.305906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.224,15.8208,34,85,95,10,87.744,1.7952,89,78.96,208.9804,130.0204,113.546736,41.4587712,78.96,265.8,903.78,637.98,580.5592,129.28832,494,15,17,2,15.624,0.4992,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35384,0.255072,2.55,2,0,2,0,2,3,5,2,3.624,0.4992,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.424,4.2304,16,0,0,0,0,0,1,3,2,2.376,0.4992,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.376,0.4992,2,25.92,32.95,7.03,28.53944,3.01759488,25.92,0,1.457,1.457,0.495192,0.3961536,0.799,0,0,0,0,0,12,166,154,45.2,49.2224,14,4,0.642146401,0.59165941,0.577158188,0.576100088,0.576002934,0,2,3.624,10,2.8,0.10855406,0.196699957,0.5427703,0.151975684,5073113.142
2745,700,132.98,-213,0.844643747,0.5,-0.185623,-0.185623,0,5.305906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.224,15.8208,34,85,95,10,87.744,1.7952,89,78.96,208.9804,130.0204,113.546736,41.4587712,78.96,265.8,903.78,637.98,580.5592,129.28832,494,15,17,2,15.624,0.4992,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35384,0.255072,2.55,2,0,2,0,2,3,5,2,3.624,0.4992,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.424,4.2304,16,0,0,0,0,0,1,3,2,2.376,0.4992,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.376,0.4992,2,25.92,32.95,7.03,28.53944,3.01759488,25.92,0,1.457,1.457,0.495192,0.3961536,0.799,0,0,0,0,0,12,166,154,45.2,49.2224,14,4,0.642146401,0.59165941,0.577158188,0.576100088,0.576002934,0,2,3.624,10,2.8,0.10855406,0.196699957,0.5427703,0.151975684,5073113.142
2746,800,125,-228,1.1552,0.45,-0.185623,-0.185623,0,5.305906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.224,15.8208,34,85,95,10,87.744,1.7952,89,78.96,208.9804,130.0204,113.546736,41.4587712,78.96,265.8,903.78,637.98,580.5592,129.28832,494,15,17,2,15.624,0.4992,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.35384,0.255072,2.55,2,0,2,0,2,3,5,2,3.624,0.4992,4,10,10,0,10,0,10,14,14,2.8,4.48,0,15,29,14,18.424,4.2304,16,0,0,0,0,0,1,3,2,2.376,0.4992,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.376,0.4992,2,25.92,32.95,7.03,28.53944,3.01759488,25.92,0,1.457,1.457,0.495192,0.3961536,0.799,0,0,0,0,0,12,166,154,45.2,49.2224,14,4,0.642146401,0.59165941,0.577158188,0.576100088,0.576002934,0,2,3.624,10,2.8,0.10855406,0.196699957,0.5427703,0.151975684,5073113.142
2747,300,219.15,-109,0.12,0.68,-0.185623,-0.185623,0,5.289758845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34,83,49,47.212,15.8304,34,85,95,10,87.672,1.7376,89,78.96,208.9804,130.0204,113.535408,41.4678336,78.96,265.8,903.78,637.98,583.2976,128.19296,494,15,17,2,15.612,0.4896,16,4,6,2,4.6,0.72,4,120,148,28,129.4,11.28,120,2.02,2.96,0.94,2.34892,0.251136,2.55,2,0,2,0,2,3,5,2,3.612,0.4896,4,10,10,0,10,1.78E-15,10,14,14,2.8,4.48,0,15,29,14,18.412,4.2352,16,0,0,0,0,0,1,3,2,2.388,0.4896,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2.388,0.4896,2,25.92,32.95,7.03,28.49672,3.03022272,25.92,0,1.457,1.457,0.487296,0.3898368,0.799,0,0,0,0,0,12,166,154,44.6,49.0256,14,4,0.65260095,0.603039392,0.589066903,0.588088447,0.588002437,0,2,3.612,10,2.8,0.10862481,0.196176407,0.54312405,0.152074734,4893637.964
