,Temperature (K),Electrical Conductivity (S/cm),Seebeck Coefficient (µV/K),zT,Total Thermal Conductivity (W/mK),HOMO_energy,LUMO_energy,gap_AO,band center,Li,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega
8144,535,6.584,335.74,0.0542,0.7539,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8145,583,5.887,327.5,0.0567,0.6702,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8146,633,5.7023,319.25,0.0616,0.6295,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8147,681,6.5426,313.69,0.0764,0.5864,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8148,730,8.0652,310.8,0.1059,0.5613,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8149,777,12.3201,329.3,0.2044,0.5277,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8150,823,15.7207,323.73,0.2783,0.5026,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8151,873,17.2433,328.87,0.3547,0.4775,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8152,923,19.4494,323.31,0.4138,0.4691,-0.202272,-0.202272,0,5.344749145,0,0,0,0,0.2375,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,8,83,75,37.6125,21.5590625,29,2,93,91,80.525,10.225625,64,15.9994,208.9804,192.981,89.58405466,56.71326404,63.546,53.5,1357.77,1304.27,610.557125,373.6064375,494,1,17,16,14.3375,2.0021875,11,2,6,4,3.9625,1.0053125,4,57,166,109,116.6125,25.53125,120,0.93,3.98,3.05,2.470625,0.537875,1.9,1,1,1.7375,0.3871875,1,0,5,5,2.725,1.430625,0,0,10,10,7.375,3.871875,10,14,14,3.325,5.070625,0,1,29,28,15.1625,6.9915625,11,1,1,0.2625,0.3871875,0,0,3,3,1.7,0.91,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9625,0.529375,1,9.105,32.95,23.845,19.72244792,9.619885417,11.07,0,1.97,1.97,0.224375,0.330953125,0,0,0,0,0,0,12,229,217,68.5,82.2625,14,6,0.487980532,0.387191916,0.322052014,0.297717839,0.280815263,0.25,1.7375,2.725,7.375,3.325,0.114591921,0.179719703,0.486397362,0.219291014,7540917.286
8153,393,9.1863,216.07,0.0172,0.9298,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8154,438,8.1479,234.56,0.0222,0.8461,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8155,488,7.1095,245.04,0.0271,0.7874,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8156,535,6.584,255.52,0.0345,0.7204,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8157,583,5.887,271.35,0.0394,0.6618,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8158,633,5.8736,271.51,0.0468,0.6199,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8159,681,6.2011,249.51,0.0468,0.5696,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
8160,730,7.7243,249.3,0.0665,0.5361,-0.202272,-0.202272,0,5.341592278,0,0,0,0,0.225,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,8,83,75,36.725,20.82375,29,2,93,91,79.55,11.6525,64,15.9994,208.9804,192.981,87.29665931,54.75768331,63.546,53.5,1357.77,1304.27,608.37175,374.699125,494,1,17,16,14.175,2.24625,11,2,6,4,3.925,1.00875,4,57,166,109,116.725,25.8125,120,0.93,3.98,3.05,2.46375,0.55825,1.9,1,1,1.725,0.39875,1,0,5,5,2.7,1.485,0,0,10,10,7.25,3.9875,10,14,14,3.15,4.8825,0,1,29,28,14.825,6.96625,11,1,1,0.275,0.39875,0,0,3,3,1.65,0.94,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.925,0.555,1,9.105,32.95,23.845,19.68364583,9.566020833,11.07,0,1.97,1.97,0.249,0.36105,0,0,0,0,0,0,12,229,217,71.25,84.7625,14,6,0.476969601,0.378122083,0.315103148,0.291874373,0.276079303,0.25,1.725,2.7,7.25,3.15,0.116357504,0.182124789,0.489038786,0.212478921,7834015.946
